artist1 id,artist1 name,artist2 id,artist1 name,common_neighbors_count
59BtTuVzpE3r7WiZ96x30V,Adrian C,26deOFc7Oj2gu2pqzPo9O8,Lotta Engberg,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,35j3Bv3gRKUHbiFSxVjjIf,Stig Brenner,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,3jKVDIWuqew4g95e4YcAVD,Philip Cecil,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,20SBqzpuFoymhieHTNHUgl,Killa Fonic,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,3xa8B7F9GVWgqQRreggbJG,Razvan Mesesan,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,3xUdGxXE3z5cwzIae3xEZI,Robert Georgescu,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,5md5rFSq3gBRN9aH1zC0yr,Ole I'Dole,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,4MWAnJ0UPEmTr2i3AZvXjW,Triana Iglesias,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,3LLNDXrxL4uxXtnUJS5XWM,Alexander Rybak,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,48WvrUGoijadXXCsGocwM4,Byklubben,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,6WiHmeWEMdFy7iOiDsKqCG,Soundland,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,3G9sihtaNxkYD1zddHXRYS,Gaute Ormåsen,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,2aaGbpl5Y2ykZsNFZM6ofw,Jill Johnson,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,17ggmeNujCFMkr3zgyXv02,The Norwegian Radio Orchestra,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,5tfrFbvyCsgWoKlXrAgGUD,Joddski,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,7oWGXJb3IEJW8tftK5ZTas,Kriss,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,7aVpgAIeC8xqSY9BTBaLwb,Isabella Leroy,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,6cpj6MeLF0pLx34Un9Bpj3,Alina Eremia,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,4mMj2Yr5c5zJXhqyGaSOLy,Cristi Nitzu,2
59BtTuVzpE3r7WiZ96x30V,Adrian C,3X2YIBaj6LqeUSIKFWUtRh,Thiann,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,0GvYdNrKVBCNdZ9rJqnfGs,J Heart,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,6dR0S3XklzzxSW4boUSRFk,Robin og Bugge,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,754BJcKdHZH7tj9xFq3hHO,OG Eastbull,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,4dQfZWcKSxR7yAajmK4H1r,Robin Stones,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,7MtkdJAdidlVD59UxU8G7Q,Emil Gukild,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,5vViCpDnSSDRHtSmFhrKfY,Rune Rudberg,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,2Rvg0QZcNb1LpBPycplrtZ,Pernille Hogstad Stene,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,5RoHq01pHbBhVjdbOoX92P,Lok Allé,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,1HFOFTPBhTc2hxFWJw1yzw,ZadeKing,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,6CawoDDP1IZUSGl4wSJGC9,TIX,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,4gvfgHAf4UklVYKmwUVRst,Huple X,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,6ocuMBOl5OFS3AViv3DnG6,RAVA,1
59BtTuVzpE3r7WiZ96x30V,Adrian C,3TOAuwF9vnJEchfWMaC7Gx,Lasse Stianz,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,4gDfRB8znZzXih7iQ3pGeW,Hagle,0
59BtTuVzpE3r7WiZ96x30V,Adrian C,65Sh6fBb85Hm3uLuETK3Ux,Dag Ingebrigtsen,0
